gene	drug	regulatory approval	indication	interaction score
MAPT	AMSACRINE HYDROCHLORIDE	Not Approved	""	0.01190650141398968
MAPT	S(+)-APOMORPHINE	Not Approved	""	0.0148831267674871
MAPT	2-MERCAPTOETHANESULFONIC ACID	Approved	""	0.1190650141398968
MAPT	CHEMBL:CHEMBL1334191	Not Approved	""	0.05953250706994841
MAPT	CHEMBL:CHEMBL595227	Not Approved	""	0.01190650141398968
MAPT	CHEMBL:CHEMBL546597	Not Approved	""	0.0148831267674871
MAPT	CHEMBL:CHEMBL606166	Not Approved	""	0.0148831267674871
MAPT	SULFASALAZINE	Approved	DMARD,antiinflammatory agent	0.004961042255829034
MAPT	CHEMBL:CHEMBL606167	Not Approved	""	0.0148831267674871
MAPT	SARCOLYSIN	Not Approved	""	0.02381300282797936
MAPT	CHEMBL:CHEMBL601192	Not Approved	""	0.05953250706994841
MAPT	GOSSYPETIN	Not Approved	""	0.01190650141398968
MAPT	DEXKETOPROFEN	Approved	""	0.0297662535349742
MAPT	CYSTAMINE HYDROCHLORIDE	Not Approved	""	0.05953250706994841
MAPT	ACITRETIN	Approved	Keratolytic Agents	0.007441563383743551
MAPT	THIOLUTIN	Not Approved	""	0.05953250706994841
MAPT	5-HYDROXYTRYPTOPHAN	Approved	""	0.01984416902331613
MAPT	GW441756X	Not Approved	""	0.001831769448306105
MAPT	CHEMBL:CHEMBL582715	Not Approved	""	0.05953250706994841
MAPT	CHEMBL:CHEMBL1335833	Not Approved	""	0.02381300282797936
MAPT	AM404	Not Approved	""	0.01700928773427097
MAPT	DALBERGIONE, 4-METHOXY-4'-HYDROXY-	Not Approved	""	0.05953250706994841
MAPT	CHEMBL:CHEMBL2181041	Not Approved	""	0.2381300282797936
MAPT	MASOPROCOL	Approved	""	0.002588369872606452
MAPT	CATECHIN	Approved	""	0.009158847241530526
MAPT	HARMALOL	Not Approved	""	0.0297662535349742
MAPT	EPIGALLOCATECHIN-3-GALLATE	Not Approved	""	0.006614723007772046
MAPT	1,10-PHENANTHROLINE	Not Approved	""	0.005669762578090324
MAPT	INDIGO	Approved	""	0.02381300282797936
MAPT	ALTENUSIN	Not Approved	""	0.01190650141398968
MAPT	MAHANIMBINE	Not Approved	""	0.1190650141398968
MAPT	CHEMBL:CHEMBL603952	Not Approved	""	0.05953250706994841
MAPT	2,3,4-TRIHYDROXY-4'-ETHOXYBENZOPHENONE	Not Approved	""	0.0297662535349742
MAPT	ERGOCRISTINE	Not Approved	""	0.05953250706994841
MAPT	DOCONEXENT	Approved	""	0.0148831267674871
MAPT	TYRPHOSTIN B48	Not Approved	""	0.006266579691573517
MAPT	NIFEDIPINE	Approved	Antianginal Agents; Vasodilator Agents	0.002126160966783871
MAPT	CHEMBL:CHEMBL592124	Not Approved	""	0.003840806907738607
MAPT	CHEMBL:CHEMBL1939691	Not Approved	""	0.0297662535349742
MAPT	CHEMBL:CHEMBL582286	Not Approved	""	0.05953250706994841
MAPT	CHEMBL:CHEMBL1546228	Not Approved	""	0.01700928773427097
MAPT	CGP53353	Not Approved	""	0.03968833804663227
MAPT	FLUPIRTINE MALEATE	Not Approved	""	0.009158847241530526
MAPT	CHEMBL:CHEMBL211670	Not Approved	""	0.009158847241530526
MAPT	PHENSERINE	Not Approved	for treatment of Alzheimer's disease	0.02381300282797936
MAPT	PURPURIN	Not Approved	""	0.005669762578090324
MAPT	U-0126	Not Approved	""	0.01190650141398968
MAPT	HEMATOXYLIN	Not Approved	""	0.01984416902331613
MAPT	TRIMETREXATE	Approved	Antineoplastic Agents	0.01322944601554409
MAPT	CYSTEAMINE HYDROCHLORIDE	Approved	for treatment of corneal cystine accumulation	0.02381300282797936
MAPT	CHEMBL:CHEMBL590186	Not Approved	""	0.01700928773427097
MAPT	CHEMBL:CHEMBL2002487	Not Approved	""	0.01082409219453607
MAPT	OXOGLAUCINE	Not Approved	""	0.01700928773427097
MAPT	CHEMBL:CHEMBL1519374	Not Approved	""	0.007441563383743551
MAPT	CHEMBL:CHEMBL343002	Not Approved	""	0.01700928773427097
MAPT	RATANIAPHENOL II	Not Approved	""	0.1190650141398968
MAPT	CHEMBL:CHEMBL1609016	Not Approved	""	0.0297662535349742
EP300	CHEMBL:CHEMBL1797707	Not Approved	""	5.834185692854944
EP300	STAUROSPORINE	Not Approved	""	0.5147810905460245
EP300	CHEMBL:CHEMBL1797708	Not Approved	""	5.834185692854944
EP300	CHEMBL:CHEMBL404916	Not Approved	""	8.751278539282415
EP300	GARCINOL	Not Approved	""	4.375639269641208
EP300	CHEMBL:CHEMBL257748	Not Approved	""	5.834185692854944
PCNA	VIT-100	Not Approved	for treatment of proliferative vitreoretinopathy	10.50153424713889
PCNA	PENTOXIFYLLINE	Approved	for treatment of amyotrophic lateral sclerosis (ALS)	0.60008767126508
PCNA	CAPSAICIN	Approved	analgesic	1.235474617310459
PCNA	ATX-101	Not Approved	""	10.50153424713889
PCNA	SUNSCREEN	Not Approved	""	21.00306849427779
STAT3	DIGOXIN	Approved	Anti-Arrhythmia Agents; Cardiotonic Agents	0.05147810905460245
STAT3	OSIMERTINIB	Approved	""	0.2333674277141977
STAT3	DIGITOXIN	Approved	Anti-Arrhythmia Agents; Cardiotonic Agents	0.0921187214661307
STAT3	OUABAIN	Not Approved	Cardiotonic Agents	0.1944728564284981
STAT3	NICLOSAMIDE	Approved	""	0.06482428547616605
STAT3	CHEMBL:CHEMBL530664	Not Approved	""	0.5834185692854944
STAT3	CIGLITAZONE	Not Approved	""	0.5000730593875666
STAT3	CHEMBL:CHEMBL578504	Not Approved	""	0.2500365296937833
STAT3	CURCUMIN/DOXORUBICIN-ENCAPSULATING NANOPARTICLE IMX-110	Not Approved	""	1.750255707856483
STAT3	RECOMBINANT INTERLEUKIN	Not Approved	""	0.5000730593875666
STAT3	CHEMBL:CHEMBL1687979	Not Approved	""	1.750255707856483
STAT3	STAT3 INHIBITOR OPB-51602	Not Approved	antineoplastic agent	3.500511415712966
STAT3	BARDOXOLONE METHYL	Not Approved	""	0.4375639269641208
STAT3	GOLOTIMOD	Not Approved	""	1.750255707856483
STAT3	STAT3 INHIBITOR OPB-31121	Not Approved	""	1.750255707856483
STAT3	CHEMBL:CHEMBL2062862	Not Approved	""	3.500511415712966
STAT3	ATIPRIMOD	Not Approved	""	1.750255707856483
STAT3	AZD-1480	Not Approved	""	1.750255707856483
STAT3	CHEMBL:CHEMBL2062863	Not Approved	""	3.500511415712966
STAT3	CELECOXIB	Approved	NSAID	0.05224643904049204
STAT3	PYRIMETHAMINE	Approved	""	0.3182283105193606
STAT3	RECOMBINANT INTERFERON	Not Approved	""	0.08975670296699914
STAT3	CHEMBL:CHEMBL2062869	Not Approved	""	3.500511415712966
STAT3	WP-1066	Not Approved	""	1.750255707856483
STAT3	COSMOMYCIN C	Not Approved	""	3.500511415712966
STAT3	CUCURBITACIN B	Not Approved	""	0.5000730593875666
STAT3	ACITRETIN	Approved	Keratolytic Agents	0.1093909817410302
STAT3	OCHROMYCINONE	Not Approved	""	3.500511415712966
STAT3	CUCURBITACIN E	Not Approved	""	3.500511415712966
STAT3	CHEMBL:CHEMBL2062868	Not Approved	""	3.500511415712966
PTK2	ILORASERTIB	Not Approved	""	0.01676490141624984
PTK2	MASITINIB	Approved	antineoplastic agent,DMARD,antiinflammatory agent	0.1143957978991165
PTK2	CHEMBL:CHEMBL1997335	Not Approved	""	0.04630306105440431
PTK2	TETRADECANOYLPHORBOL ACETATE	Not Approved	""	0.08455341583847745
PTK2	VS-4718	Not Approved	""	3.889457128569962
PTK2	PD-0166285	Not Approved	""	0.03739862623624965
PTK2	MLN-8054	Not Approved	antineoplastic agent	0.06705960566499936
PTK2	LINIFANIB	Not Approved	antineoplastic agent	0.02430910705356227
PTK2	PF-562271	Not Approved	""	0.09003372982800839
PTK2	CONTELTINIB	Not Approved	""	0.4861821410712453
PTK2	CHEMBL:CHEMBL2333445	Not Approved	""	3.889457128569962
PTK2	BI-853520	Not Approved	""	3.889457128569962
PTK2	GSK-2256098	Not Approved	""	3.889457128569962
PTK2	TAMATINIB	Not Approved	""	0.02400899462080223
PTK2	CHEMBL:CHEMBL456559	Not Approved	""	1.944728564284981
PTK2	ENMD-2076	Not Approved	antineoplastic agent	0.06273317949306392
PTK2	CEP-37440	Not Approved	""	1.944728564284981
PTK2	ALISERTIB	Not Approved	antineoplastic agent	0.04321619031744403
PTK2	RG-1530	Not Approved	""	0.02068860174771256
PTK2	PAZOPANIB	Approved	antineoplastic agent	0.03352980283249968
PTK2	HESPERADIN	Not Approved	""	0.04861821410712454
PTK2	ENTRECTINIB	Approved	""	0.03411804498745581
PTK2	SNS-314	Not Approved	antineoplastic agent	0.04630306105440431
PTK2	ADAVOSERTIB	Not Approved	antineoplastic agent	0.06945459158160647
PTK2	GW843682X	Not Approved	""	0.04986483498166619
PTK2	CHLORPYRAMIN HYDROCHLORIDE	Not Approved	""	1.944728564284981
PTK2	DEFACTINIB	Not Approved	antineoplastic agent	2.917092846427472
RELA	CHEMBL:CHEMBL406557	Not Approved	""	0.1238388472539964
RELA	ACACETIN	Not Approved	""	0.1320947704042629
RELA	EDASALONEXENT	Not Approved	""	0.3302369260106572
RELA	INDOPROFEN	Approved	""	0.0825592315026643
RELA	PARTHENOLIDE	Not Approved	""	0.4953553890159858
RELA	PYROCATECHOL VIOLET	Not Approved	""	1.981421556063943
RELA	CYNAROPICRIN	Not Approved	""	1.981421556063943
RELA	PECTOLINARIGENIN	Not Approved	""	0.1651184630053286
RELA	VORICONAZOLE	Approved	""	0.1651184630053286
RELA	CHEMBL:CHEMBL528694	Not Approved	""	0.07076505557371225
RELA	6,4'-DIMETHOXYFLAVONE	Not Approved	""	0.1100789753368857
RELA	FRENTIZOLE	Not Approved	""	0.1415301111474245
RELA	4',7-DIMETHOXY-5-HYDROXYGENISTEIN	Not Approved	""	0.1100789753368857
RELA	CHEMBL:CHEMBL502774	Not Approved	""	0.1238388472539964
RELA	PYRROLIDINE DITHIOCARBAMATE	Not Approved	""	0.07620852138707475
RELA	QUERCETAGETIN	Not Approved	""	0.6604738520213144
RELA	ANDROGRAPHOLIDE	Not Approved	""	0.6604738520213144
RELA	CHEMBL:CHEMBL2094789	Not Approved	""	0.0900646161847247
RELA	QUERCETIN	Approved	""	0.02508128551979675
RELA	CHEMBL:CHEMBL85826	Not Approved	""	0.1100789753368857
RELA	CHEMBL:CHEMBL602718	Not Approved	""	0.0900646161847247
RELA	CHEMBL:CHEMBL1405979	Not Approved	""	0.2476776945079929
RELA	CHEMBL:CHEMBL260560	Not Approved	""	0.1238388472539964
RELA	CHEMBL:CHEMBL408850	Not Approved	""	0.0900646161847247
RELA	CHEMBL:CHEMBL84010	Not Approved	""	0.06604738520213145
RELA	ANTISENSE OLIGONUCLEOTIDES	Not Approved	""	0.0900646161847247
RELA	CHEMBL:CHEMBL201325	Not Approved	""	0.09907107780319718
RELA	GOSSYPETIN	Not Approved	""	0.1981421556063943
RELA	CHEMBL:CHEMBL428789	Not Approved	""	0.06604738520213145
RELA	SORBINIL	Not Approved	""	0.3962843112127887
RELA	CHRYSOERIOL	Not Approved	""	0.6604738520213144
RELA	RESVERATROL	Approved	antineoplastic agent,antidiabetic,for treatment of herpes simplex virus 1	0.02021858730677493
RELA	CHEMBL:CHEMBL1940084	Not Approved	""	0.9907107780319716
RELA	ISOLIQUIRITIGENIN	Not Approved	""	0.1651184630053286
RELA	APIGENIN	Approved	""	0.07620852138707475
RELA	TAMARIXETIN	Not Approved	""	0.6604738520213144
RELA	PYROGALLOL RED	Not Approved	""	0.07925686224255774
RELA	MULBERROFURAN H	Not Approved	""	1.981421556063943
RELA	DEHYDROXYMETHYLEPOXYQUINOMICIN	Not Approved	""	0.9907107780319716
RELA	CHEMBL:CHEMBL8483	Not Approved	""	0.3302369260106572
RELA	MORUSINOL	Not Approved	""	0.9907107780319716
RELA	CUDRAFLAVONE B	Not Approved	""	0.9907107780319716
RELA	RUTIN	Approved	""	0.1981421556063943
RELA	LUTEOLIN	Not Approved	""	0.06191942362699822
RELA	GEFITINIB	Approved	antineoplastic agent	0.02913855229505799
RELA	BROMOPYROGALLOL RED	Not Approved	""	1.981421556063943
RELA	DIOSMETIN	Not Approved	""	0.6604738520213144
RELA	ARTESUNATE	Approved	""	0.3302369260106572
RELA	ISORHAMNETIN	Not Approved	""	0.6604738520213144
RELA	DEXAMETHASONE	Approved	for treatment of Meniere's disease,glucocorticoid,antiinflammatory agent	0.02303978553562724
RELA	KAEMPFERIDE	Not Approved	""	0.6604738520213144
RELA	KAEMPHEROL	Not Approved	""	0.1100789753368857
RELA	PLUMBAGIN	Not Approved	""	0.1524170427741495
APAF1	NMRA-140	Not Approved	""	0.1548898856510162
APAF1	SRI22141	Not Approved	""	0.2323348284765243
APAF1	AZD7268	Not Approved	""	0.2323348284765243
APAF1	BNTX	Not Approved	""	0.1548898856510162
APAF1	DIHYDROMORPHINE	Not Approved	""	0.1548898856510162
APAF1	FLUPIRTINE MALEATE	Not Approved	""	0.03574381976561913
APAF1	CHEMBL:CHEMBL429095	Not Approved	""	0.009293393139060973
APAF1	FENTANYL CITRATE	Approved	adjuvant to anesthesia,opioid,analgesic	0.01548898856510162
APAF1	BENZETHONIUM CHLORIDE	Approved	""	0.02904185355956554
APAF1	TIPP&PSI;	Not Approved	""	0.4646696569530486
APAF1	CHEMBL:CHEMBL584626	Not Approved	""	0.1548898856510162
APAF1	UFP-512	Not Approved	""	0.1548898856510162
APAF1	NFP	Not Approved	""	0.1548898856510162
APAF1	CHEMBL:CHEMBL599924	Not Approved	""	0.02904185355956554
APAF1	AR-M1000390	Not Approved	""	0.1548898856510162
APAF1	NALDEMEDINE	Approved	""	0.1161674142382621
APAF1	DSLET	Not Approved	""	0.2323348284765243
APAF1	SCOULERINE	Not Approved	""	0.0774449428255081
APAF1	CHEMBL:CHEMBL602990	Not Approved	""	0.05808370711913108
APAF1	PENTAZOCINE	Approved	Opioid,Analgesics	0.06638137956472123
APAF1	CTAP	Not Approved	""	0.2323348284765243
APAF1	ATICAPRANT	Not Approved	""	0.1161674142382621
APAF1	TRAMADOL	Approved	analgesic	0.01936123570637702
APAF1	[3H]DELTORPHIN II	Not Approved	""	0.4646696569530486
APAF1	NALBUPHINE HYDROCHLORIDE	Approved	analgesic	0.05162996188367207
APAF1	NALOXONE HYDROCHLORIDE	Approved	for treatment of opioid addiction,analgesic	0.02733350923253227
APAF1	DYNORPHIN A-(1-8)	Not Approved	""	0.1548898856510162
APAF1	CHEMBL:CHEMBL600336	Not Approved	""	0.04224269608664079
APAF1	UFP-505	Not Approved	""	0.2323348284765243
APAF1	CHEMBL:CHEMBL1481509	Not Approved	""	0.1548898856510162
APAF1	ETHYLKETOCYCLAZOCINE	Not Approved	""	0.1548898856510162
APAF1	ENDOMORPHIN-1	Not Approved	""	0.1548898856510162
APAF1	(-)-BREMAZOCINE	Not Approved	""	0.1548898856510162
APAF1	NALTRIBEN	Not Approved	""	0.1161674142382621
APAF1	NOR-BINALTORPHIMINE	Not Approved	""	0.09293393139060974
APAF1	[3H]DPDPE	Not Approved	""	0.2323348284765243
APAF1	CALMIDAZOLIUM CHLORIDE	Not Approved	""	0.02323348284765243
APAF1	DYNORPHIN A	Not Approved	""	0.1548898856510162
APAF1	CHEMBL:CHEMBL1576310	Not Approved	""	0.04224269608664079
APAF1	CHEMBL:CHEMBL600313	Not Approved	""	0.05162996188367207
APAF1	&BETA;-FNA	Not Approved	""	0.1548898856510162
APAF1	ETORPHINE	Not Approved	""	0.1548898856510162
APAF1	NALTREXONE	Approved	for treatment of substance abuse,appetite suppressant,analgesic	0.02733350923253227
APAF1	(-)-CYCLAZOCINE	Not Approved	""	0.1548898856510162
APAF1	METHYLTHIONINIUM CHLORIDE	Not Approved	""	0.01936123570637702
APAF1	SAMIDORPHAN	Approved	antidepressant,for treatment of alcohol dependance	0.0774449428255081
APAF1	DPDPE	Not Approved	""	0.2323348284765243
APAF1	&BETA;-ENDORPHIN	Not Approved	""	0.2323348284765243
APAF1	SNC80	Not Approved	""	0.1161674142382621
APAF1	[D-ALA2]DELTORPHIN II	Not Approved	""	0.4646696569530486
APAF1	AT-076	Not Approved	""	0.1161674142382621
APAF1	CHEMBL:CHEMBL585656	Not Approved	""	0.04646696569530487
APAF1	ALEXIDINE HYDROCHLORIDE	Not Approved	""	0.02733350923253227
APAF1	CHEMBL:CHEMBL581868	Not Approved	""	0.1548898856510162
APAF1	ETONITAZENE	Not Approved	""	0.1161674142382621
APAF1	NALMEFENE	Approved	for treatment of addiction,smoking-cessation agent	0.0774449428255081
APAF1	TANSHINONE IIA	Not Approved	""	0.03574381976561913
APAF1	DYNORPHIN-(1-11)	Not Approved	""	0.1548898856510162
APAF1	OXYCODEGOL	Not Approved	analgesic	0.1161674142382621
APAF1	PAREGORIC	Approved	analgesic	0.01010151428158801
APAF1	PN6047	Not Approved	""	0.4646696569530486
APAF1	AMINODIMETHOXYQUINAZOLINYLPIPERAZINE	Not Approved	""	0.0774449428255081
APAF1	CHEMBL:CHEMBL1989853	Not Approved	""	0.05808370711913108
APAF1	NALTRINDOLE	Not Approved	""	0.1548898856510162
APAF1	BW373U86	Not Approved	""	0.0774449428255081
APAF1	ZYKLOPHIN	Not Approved	""	0.1548898856510162
APAF1	[3H]DIPRENORPHINE	Not Approved	""	0.2323348284765243
APAF1	COMPOUND 16 [PMID: 31498617]	Not Approved	""	0.1161674142382621
APAF1	DYNORPHIN B	Not Approved	""	0.1548898856510162
APAF1	CALANOLIDE A	Not Approved	""	0.1548898856510162
APAF1	CEFIXIME ANHYDROUS	Approved	""	0.04224269608664079
APAF1	METHADONE HYDROCHLORIDE	Approved	Opioid; Antitussive Agents,Analgesics	0.01366675461626613
APAF1	ADL5747	Approved	analgesic	0.1161674142382621
APAF1	CHEMBL:CHEMBL1498652	Not Approved	""	0.04646696569530487
APAF1	CHEMBL:CHEMBL601757	Not Approved	""	0.01936123570637702
APAF1	DSTBULET	Not Approved	""	0.4646696569530486
APAF1	HYDROMORPHONE HYDROCHLORIDE	Approved	analgesic	0.03574381976561913
APAF1	CHEMBL:CHEMBL600175	Not Approved	""	0.2323348284765243
APAF1	METHYLBENZETHONIUM CHLORIDE	Not Approved	""	0.0774449428255081
APAF1	PYRONIN Y	Not Approved	""	0.02581498094183603
APAF1	CHEMBL:CHEMBL527336	Not Approved	""	0.1161674142382621
APAF1	QUADAZOCINE	Not Approved	""	0.1548898856510162
APAF1	DIPRENORPHINE	Not Approved	""	0.1548898856510162
APAF1	CHEMBL:CHEMBL578905	Not Approved	""	0.06638137956472123
APAF1	THONZONIUM BROMIDE	Approved	""	0.05162996188367207
APAF1	ALVIMOPAN ANHYDROUS	Approved	Opiate Antagonists	0.09293393139060974
APAF1	NALORPHINE	Not Approved	""	0.1548898856510162
APAF1	SCH221510	Not Approved	""	0.1161674142382621
APAF1	NORMORPHINE	Not Approved	""	0.1548898856510162
APAF1	9,10-PHENANTHRENEQUINONE	Not Approved	""	0.01787190988280956
APAF1	ROEMERINE	Not Approved	""	0.09293393139060974
APAF1	CHEMBL:CHEMBL1098875	Not Approved	""	0.0774449428255081
APAF1	BU08028	Not Approved	""	0.1161674142382621
APAF1	CHEMBL:CHEMBL578944	Not Approved	""	0.04224269608664079
APAF1	CHEMBL:CHEMBL590691	Not Approved	""	0.0774449428255081
APAF1	CEBRANOPADOL	Not Approved	""	0.05162996188367207
APAF1	DOXORUBICIN HYDROCHLORIDE	Approved	antineoplastic agent	0.003097797713020324
APAF1	CHEMBL:CHEMBL86464	Not Approved	""	0.03872247141275405
APAF1	ADL5859	Not Approved	""	0.1161674142382621
APAF1	DELTORPHIN II	Not Approved	""	0.4646696569530486
APAF1	DYNORPHIN A-(1-13)	Not Approved	""	0.1548898856510162
APAF1	CHEMBL:CHEMBL81782	Not Approved	""	0.03872247141275405
APAF1	CHEMBL:CHEMBL586031	Not Approved	""	0.03574381976561913
APAF1	MEPERIDINE HYDROCHLORIDE	Approved	Opioid,Analgesics	0.04646696569530487
APAF1	[3H][D-ALA2]DELTORPHIN I	Not Approved	""	0.4646696569530486
APAF1	BMS-986187	Not Approved	""	0.4646696569530486
APAF1	[LEU]ENKEPHALIN	Not Approved	""	0.2323348284765243
APAF1	DADLE	Not Approved	""	0.2323348284765243
APAF1	METHYLNALTREXONE	Approved	OIC treatment,for treatment of opioid-induced constipation	0.0774449428255081
APAF1	CHEMBL:CHEMBL592115	Not Approved	""	0.1548898856510162
APAF1	CHEMBL:CHEMBL299853	Not Approved	""	0.02581498094183603
APAF1	CHEMBL:CHEMBL582722	Not Approved	""	0.0774449428255081
APAF1	BILORPHIN	Not Approved	""	0.1548898856510162
XPA	IMMUNOSUPPRESSANT	Not Approved	""	5.834185692854945
CASP8	CHEMBL:CHEMBL375563	Not Approved	""	4.200613698855561
CASP8	CONATUMUMAB	Not Approved	""	2.625383561784724
CASP8	CHEMBL:CHEMBL1210769	Not Approved	""	1.312691780892362
CASP8	EMRICASAN	Not Approved	""	0.8078103267029924
CASP8	NIVOCASAN	Not Approved	""	3.500511415712966
BAD	BEKM-1	Not Approved	""	1.640864726115453
BAD	KB-130015	Not Approved	""	1.640864726115453
BAD	NS1643	Not Approved	""	0.546954908705151
BAD	DOFETILIDE	Approved	Anti-Arrhythmia Agents	0.1262203635473425
BAD	TERFENADINE	Approved	Anti-Allergic Agents	0.09115915145085851
BAD	PD-307243	Not Approved	""	1.640864726115453
BAD	NS3623	Not Approved	""	1.640864726115453
BAD	ZORIFERTINIB	Not Approved	""	0.8204323630577265
BAD	NEMIRALISIB	Not Approved	""	0.2344092465879218
BAD	E4031	Not Approved	""	0.4102161815288632
BAD	HALOFANTRINE	Not Approved	""	0.8204323630577265
BAD	APETX-1	Not Approved	""	1.640864726115453
BAD	VU0405601	Not Approved	""	1.640864726115453
BAD	CISAPRIDE	Approved	Parasympathomimetics	0.2344092465879218
BAD	ERGTX-1	Not Approved	""	0.8204323630577265
BAD	A-935142	Not Approved	""	1.640864726115453
BAD	RILUZOLE	Approved	for treatment of ALS	0.07134194461371535
BAD	&GAMMA;-KTX1.7	Not Approved	""	0.8204323630577265
BAD	PF-04885614	Not Approved	""	0.546954908705151
BAD	ROTTLERIN	Not Approved	""	0.1262203635473425
BAD	LUF7244	Not Approved	""	1.640864726115453
BAD	ASTEMIZOLE	Approved	Anti-Allergic Agents	0.1025540453822158
BAD	IBUTILIDE	Approved	Anti-Arrhythmia Agents	0.2344092465879218
BAD	ANTI-CD19 CAR T CELLS AT101	Not Approved	antineoplastic agent	0.546954908705151
BAD	GINSENOSIDE RG3	Not Approved	""	0.4102161815288632
BAD	RUBOXISTAURIN	Not Approved	for treatment of diabetic neuropathy	0.4102161815288632
BAD	AZD3778	Not Approved	""	0.546954908705151
BAD	ICA-105574	Not Approved	""	0.8204323630577265
BAD	MK-7145	Not Approved	""	0.8204323630577265
BAD	DISOPYRAMIDE	Approved	Anti-Arrhythmia Agents	0.4102161815288632
BAD	RPR260243	Not Approved	""	0.8204323630577265
BAD	PD-118057	Not Approved	""	0.546954908705151
TNFSF10	RECOMBINANT ADENOVIRUS 5 ENCODING TUMOR NECROSIS FACTOR-RELATED APOPTOSIS-INDUCING LIGAND	Not Approved	""	17.50255707856483
TNFSF10	TRICHOSTATIN A	Not Approved	""	1.750255707856483
TNFSF10	SODIUM BUTYRATE	Not Approved	""	2.500365296937833
ACTL6A	SPHINGOSINE 1-PHOSPHATE	Not Approved	""	1.458546423213736
ACTL6A	PANOBINOSTAT	Approved	antineoplastic agent	0.3977853881492008
ACTL6A	SPHINGOSYLPHOSPHORYLCHOLINE	Not Approved	""	13.12691780892362
ACTL6A	CISPLATIN	Approved	""	0.09053046764774914
KAT5	ANACARDIC ACID	Not Approved	""	7.501095890813499
KAT5	CHEMBL:CHEMBL416038	Not Approved	""	17.50255707856483
CTNNB1	SKF-86002	Not Approved	""	0.3977853881492007
CTNNB1	SAM68 MODULATOR CWP232291	Not Approved	""	0.7955707762984014
CTNNB1	ANTI-CTLA-4 MONOCLONAL ANTIBODY	Not Approved	""	0.7955707762984014
CTNNB1	PF-670462	Not Approved	""	0.1988926940746003
CTNNB1	MAPK13-IN-1	Not Approved	""	0.3977853881492007
CTNNB1	CETUXIMAB	Approved	antineoplastic agent	0.04419837646102231
CTNNB1	NDPPC	Not Approved	""	0.7955707762984014
CTNNB1	CHEMBL:CHEMBL2172378	Not Approved	""	1.591141552596803
CTNNB1	ANTI-PD-L1 MONOCLONAL ANTIBODY	Not Approved	""	0.2651902587661338
CTNNB1	LETROZOLE	Approved	antineoplastic agent	0.04419837646102231
CTNNB1	IMATINIB	Approved	antineoplastic agent	0.0212152207012907
CTNNB1	AZD6703	Not Approved	""	0.3977853881492007
CTNNB1	PEXMETINIB	Not Approved	for treatment of myelodysplastic syndrome	0.04419837646102231
CTNNB1	EOSIN_Y	Not Approved	""	1.591141552596803
CTNNB1	CEQ508	Not Approved	antineoplastic agent	2.386712328895204
CTNNB1	LOSMAPIMOD	Not Approved	""	0.2651902587661338
CTNNB1	CHEMBL:CHEMBL410484	Not Approved	""	0.09944634703730018
CTNNB1	CBS-3595	Not Approved	""	0.2651902587661338
CTNNB1	CABOZANTINIB S-MALATE	Approved	antineoplastic agent	0.0723246160271274
CTNNB1	COMPOUND 4E [PMID: 35546685]	Not Approved	""	0.1988926940746003
CTNNB1	SB202190	Not Approved	""	0.02209918823051115
CTNNB1	RALIMETINIB	Not Approved	""	0.1988926940746003
CTNNB1	SB220025	Not Approved	""	0.02566357342898069
CTNNB1	EMPESERTIB	Not Approved	""	0.5303805175322676
CTNNB1	CHEMBL:CHEMBL91638	Not Approved	""	0.7955707762984014
CTNNB1	TRICIRIBINE	Not Approved	antineoplastic agent	0.3182283105193606
CTNNB1	PAMAPIMOD	Not Approved	""	0.1325951293830669
CTNNB1	DORAMAPIMOD	Not Approved	""	0.03459003375210441
CTNNB1	TAK-715	Not Approved	""	0.3977853881492007
CTNNB1	MW150	Not Approved	""	0.7955707762984014
CTNNB1	MPS1-IN-1	Not Approved	""	0.7955707762984014
CTNNB1	NMS-P715	Not Approved	""	0.7955707762984014
CTNNB1	DEXAMETHASONE	Approved	for treatment of Meniere's disease,glucocorticoid,antiinflammatory agent	0.01850164596042794
CTNNB1	BMS-582949	Not Approved	""	0.7955707762984014
CTNNB1	TALMAPIMOD	Not Approved	DMARD,antiinflammatory agent	0.2651902587661338
CTNNB1	EVEROLIMUS	Approved	immunosuppressant	0.06819178082557728
CTNNB1	DILMAPIMOD	Not Approved	DMARD,antiinflammatory agent	0.3977853881492007
CTNNB1	AZD7624	Not Approved	""	0.3977853881492007
CTNNB1	CELECOXIB	Approved	NSAID	0.02374838138204183
CTNNB1	SB203580	Not Approved	""	0.02743347504477246
CTNNB1	PP1	Not Approved	""	0.1325951293830669
CTNNB1	SORAFENIB	Approved	antineoplastic agent	0.01395738204032283
CTNNB1	PH-797804	Not Approved	""	0.3977853881492007
CTNNB1	ACUMAPIMOD	Not Approved	""	0.3977853881492007
CTNNB1	VX-702	Not Approved	""	0.3977853881492007
CTNNB1	NEFLAMAPIMOD	Not Approved	""	0.1325951293830669
CTNNB1	ARRY-371797	Not Approved	antineoplastic agent	0.1325951293830669
CTNNB1	TEMSIROLIMUS	Approved	antineoplastic agent	0.1223955040459079
CTNNB1	RECOMBINANT HUMAN ENDOSTATIN	Not Approved	""	0.7955707762984014
CTNNB1	VANTICTUMAB	Not Approved	""	0.2273059360852575
CTNNB1	PF-03715455	Not Approved	""	0.2651902587661338
CTNNB1	LENALIDOMIDE	Approved	antineoplastic agent	0.1223955040459079
CTNNB1	COMPOUND 12 [PMID: 22521646]	Not Approved	""	0.7955707762984014
